loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN008440,56,23322.95,13.5,CLT,736,649,-87,Pessoal,25301.23,11278.23,25301.23,11278.23,0.0,0.4458,31,0.2332,0.2031,2.0,3391.42,0,0,0,0.0764,0.9236,11278.23,0.6182,0.010694,1
LN008441,45,43631.99,7.9,Autonomo,442,424,-18,Pessoal,15983.82,4208.39,15983.82,4208.39,0.0,0.2633,45,0.2571,0.0405,1.4778,2847.65,0,0,0,0.1145,0.8855,4208.39,0.7422,0.047286,1
LN008442,31,44236.25,11.4,CNPJ,671,739,68,Veiculos,42881.4,19967.88,42881.4,19967.88,0.0,0.4657,32,0.1328,0.1896,0.3745,53313.35,0,0,0,0.5438,0.4562,19967.88,0.7347,0.003732,1
LN008443,37,189958.6,4.5,Servidor_Publico,656,586,-70,Empresarial,197967.45,56822.96,8999.25,3479.28,5519.97,0.3866,15,0.3137,0.1256,1.6501,34436.48,0,0,0,0.2795,0.7205,7285.81,0.6896,0.008063,1
LN008444,22,62509.69,20.6,CLT,749,726,-23,Veiculos,29943.33,15551.9,29943.33,15551.9,0.0,0.5194,82,0.1168,0.1045,0.4077,38141.14,3,45,0,0.4839,0.5161,15551.9,0.6397,0.023838,2
LN008445,59,106237.18,19.5,Servidor_Publico,533,535,2,Imobiliario,216431.75,186742.34,216431.75,186742.34,0.0,0.8628,227,0.1235,0.7383,0.7374,253228.21,3,45,1,0.765,0.235,186742.34,0.7033,0.252297,3
LN008446,38,50182.42,3.8,Servidor_Publico,527,452,-75,Imobiliario,222614.28,87057.66,222614.28,87057.66,0.0,0.3911,346,0.0943,0.7286,0.317,274613.18,0,0,0,0.8648,0.1352,87057.66,0.5558,0.080653,1
LN008447,46,16025.78,5.4,CLT,719,732,13,Cartao,4717.34,1637.84,19525.09,2352.53,17172.56,0.1205,22,0.1695,0.0429,2.0,534.41,0,0,0,0.1067,0.8933,12604.37,0.597,0.00652,1
LN008448,29,83869.91,22.5,CLT,627,694,67,Empresarial,83926.72,38588.53,11530.64,3819.34,7711.3,0.3312,7,0.1718,0.1932,2.0,6232.14,0,0,0,0.2907,0.7093,9165.66,0.6933,0.003911,1
LN008449,63,35319.08,7.8,Servidor_Publico,387,401,14,Pessoal,23194.57,17461.2,23194.57,17461.2,0.0,0.7528,20,0.1972,0.2076,2.0,3859.07,0,0,1,0.0515,0.9485,17461.2,0.662,0.031248,3
LN008450,32,43558.49,4.7,CLT,649,630,-19,Pessoal,28398.28,17941.62,28398.28,17941.62,0.0,0.6318,21,0.1637,0.173,2.0,5044.24,0,0,0,0.0609,0.9391,17941.62,0.5855,0.009842,1
LN008451,50,27325.31,12.3,Servidor_Publico,885,806,-79,Pessoal,13714.5,5715.71,13714.5,5715.71,0.0,0.4168,44,0.2322,0.0879,2.0,876.57,0,0,0,0.0401,0.9599,5715.71,0.7474,0.00296,1
LN008452,65,56800.43,8.1,CLT,721,697,-24,Pessoal,30498.36,26371.42,30498.36,26371.42,0.0,0.8647,18,0.2578,0.195,2.0,2539.92,0,0,0,0.0992,0.9008,26371.42,0.7926,0.008673,1
LN008453,57,108268.11,4.6,CLT,495,423,-72,Empresarial,138116.11,93310.26,18317.68,2101.81,16215.87,0.1147,38,0.22,0.362,2.0,6859.71,1,15,0,0.1895,0.8105,11978.88,0.6091,0.122806,1
LN008454,52,99337.63,26.3,Servidor_Publico,711,652,-59,Veiculos,34398.9,29489.74,34398.9,29489.74,0.0,0.8573,15,0.1098,0.1247,0.7592,38842.3,0,0,0,0.329,0.671,29489.74,0.7367,0.001619,1
LN008455,66,151906.91,2.8,CLT,777,752,-25,Pessoal,23001.86,15600.21,23001.86,15600.21,0.0,0.6782,10,0.2516,0.0431,2.0,4166.31,0,0,0,0.1039,0.8961,15600.21,0.6704,0.00611,1
LN008456,30,166570.45,9.7,CLT,425,394,-31,Pessoal,9408.7,7264.41,9408.7,7264.41,0.0,0.7721,42,0.2838,0.0183,2.0,237.09,2,30,0,0.1044,0.8956,7264.41,0.6609,0.169485,2
LN008457,70,15000.0,17.3,CLT,612,674,62,Veiculos,47433.81,25090.52,47433.81,25090.52,0.0,0.529,46,0.1783,0.7025,0.4389,57165.0,0,0,0,0.6545,0.3455,25090.52,0.7307,0.033812,1
LN008458,49,24937.97,21.4,Autonomo,818,758,-60,Veiculos,38279.53,20327.55,38279.53,20327.55,0.0,0.531,77,0.1022,0.3424,0.4677,43462.07,1,60,0,0.5487,0.4513,20327.55,0.566,0.010734,2
LN008459,42,16725.26,15.2,CLT,451,465,14,Imobiliario,480070.13,329307.79,480070.13,329307.79,0.0,0.686,145,0.0859,2.0,0.4777,689306.45,0,0,0,0.752,0.248,329307.79,0.6895,0.056925,1
LN008460,34,81695.55,17.9,CNPJ,613,563,-50,Empresarial,386107.59,50237.12,5366.16,1558.95,3807.21,0.2905,25,0.3422,0.2583,2.0,20906.3,0,0,0,0.392,0.608,3886.54,0.6114,0.01755,1
LN008461,59,34527.0,16.3,CNPJ,622,538,-84,Imobiliario,267829.75,156743.93,267829.75,156743.93,0.0,0.5852,234,0.0658,1.9067,0.4414,355105.15,0,0,0,0.7349,0.2651,156743.93,0.6559,0.05116,1
LN008462,70,39420.17,11.2,CLT,595,625,30,Imobiliario,246567.14,212803.26,246567.14,212803.26,0.0,0.8631,152,0.0998,2.0,0.7496,283899.74,0,0,0,0.7603,0.2397,212803.26,0.7106,0.042087,1
LN008463,56,47061.55,6.2,CLT,828,844,16,Cartao,17943.77,10278.47,8844.45,3727.34,5117.11,0.4214,10,0.2827,0.0917,2.0,1291.58,0,0,0,0.1102,0.8898,6819.8,0.6043,0.002468,1
LN008464,23,69471.44,8.4,CLT,808,747,-61,Imobiliario,659092.07,273899.51,659092.07,273899.51,0.0,0.4156,312,0.115,1.6559,0.3277,835899.59,0,0,0,0.6695,0.3305,273899.51,0.674,0.018498,1
LN008465,45,20630.82,5.2,CLT,610,360,-250,Pessoal,10974.07,5924.76,10974.07,5924.76,0.0,0.5399,36,0.1693,0.1206,2.0,1201.25,0,0,0,0.1474,0.8526,5924.76,0.5642,0.053813,2
LN008466,58,23902.51,11.7,Autonomo,517,586,69,Pessoal,18372.25,15853.35,18372.25,15853.35,0.0,0.8629,44,0.2377,0.2786,2.0,3135.27,1,30,0,0.1935,0.8065,15853.35,0.67,0.033774,2
LN008467,41,54222.03,6.2,Servidor_Publico,815,858,43,Pessoal,14588.16,12442.81,14588.16,12442.81,0.0,0.8529,10,0.2126,0.0964,2.0,1780.98,0,0,0,0.0957,0.9043,12442.81,0.6582,0.003477,1
LN008468,60,118087.94,9.9,Autonomo,750,821,71,Veiculos,45448.81,18798.89,45448.81,18798.89,0.0,0.4136,22,0.1328,0.0669,0.3468,54213.25,1,15,0,0.6088,0.3912,18798.89,0.5651,0.002501,1
LN008469,57,53289.35,9.3,Autonomo,647,722,75,Pessoal,7068.0,5965.62,7068.0,5965.62,0.0,0.844,21,0.1303,0.047,2.0,791.88,0,0,0,0.0955,0.9045,5965.62,0.6693,0.013725,1
LN008470,25,32384.05,13.0,CLT,735,721,-14,Imobiliario,295745.02,155342.3,295745.02,155342.3,0.0,0.5253,131,0.1197,2.0,0.4565,340270.45,0,0,0,0.7363,0.2637,155342.3,0.5757,0.028408,1
LN008471,49,15000.0,9.9,Servidor_Publico,734,687,-47,Pessoal,10814.32,7791.57,10814.32,7791.57,0.0,0.7205,29,0.3193,0.2182,2.0,327.6,0,0,0,0.0703,0.9297,7791.57,0.7045,0.004243,1
LN008472,30,100633.36,10.4,CNPJ,536,386,-150,Pessoal,10913.75,6897.67,10913.75,6897.67,0.0,0.632,35,0.1318,0.0288,2.0,474.95,1,120,0,0.049,0.951,6897.67,0.6883,0.444968,2
LN008473,46,33578.61,4.2,Servidor_Publico,572,567,-5,Cartao,12702.55,2325.2,19200.53,7307.62,11892.91,0.3806,30,0.1769,0.0291,0.9908,2346.89,0,0,0,0.1196,0.8804,15196.45,0.6633,0.005502,1
LN008474,41,25697.94,7.2,Aposentado,650,601,-49,Pessoal,13421.83,2933.1,13421.83,2933.1,0.0,0.2185,39,0.2817,0.0479,1.3764,2130.97,2,120,0,0.1395,0.8605,2933.1,0.6629,0.205624,2
LN008475,62,17765.94,0.6,CLT,398,324,-74,Pessoal,9692.88,4847.21,9692.88,4847.21,0.0,0.5001,24,0.2034,0.1146,2.0,1819.49,0,0,0,0.0906,0.9094,4847.21,0.5201,0.056277,1
LN008476,65,21260.04,14.8,CNPJ,605,488,-117,Cartao,19541.31,17990.8,23526.3,13730.37,9795.93,0.5836,18,0.2614,0.3554,2.0,205.88,0,0,0,0.0405,0.9595,18691.65,0.5065,0.018409,2
LN008477,45,29004.63,8.9,CLT,546,453,-93,Imobiliario,233589.65,120353.35,233589.65,120353.35,0.0,0.5152,263,0.1205,1.7428,0.3995,301262.36,3,45,0,0.7387,0.2613,120353.35,0.564,0.533046,2
LN008478,48,46385.78,8.1,Autonomo,672,556,-116,Veiculos,26479.49,12427.56,26479.49,12427.56,0.0,0.4693,72,0.182,0.1125,0.3523,35270.97,0,0,0,0.7017,0.2983,12427.56,0.5616,0.007764,2
LN008479,53,24694.06,11.9,CLT,503,562,59,Veiculos,33147.56,15896.24,33147.56,15896.24,0.0,0.4796,53,0.1794,0.2704,0.4499,35331.2,2,90,0,0.6599,0.3401,15896.24,0.5923,0.074805,2
LN008480,54,61127.08,10.9,CLT,705,773,68,Cartao,9927.69,7853.37,34553.71,10596.88,23956.83,0.3067,37,0.4069,0.054,2.0,1778.55,1,45,0,0.0608,0.9392,25178.9,0.6087,0.022771,2
LN008481,53,46157.23,11.8,Autonomo,678,607,-71,Imobiliario,216490.85,140102.82,216490.85,140102.82,0.0,0.6472,253,0.0667,1.2748,0.4997,280357.88,0,0,0,0.8017,0.1983,140102.82,0.6278,0.05599,1
LN008482,61,229646.16,13.0,CLT,636,712,76,Pessoal,5953.1,4949.33,5953.1,4949.33,0.0,0.8314,10,0.3317,0.0091,2.0,565.24,0,0,0,0.0612,0.9388,4949.33,0.6043,0.011516,1
LN008483,71,17892.05,9.7,CNPJ,710,702,-8,Imobiliario,574729.66,304417.31,574729.66,304417.31,0.0,0.5297,262,0.0655,2.0,0.3923,775923.3,0,0,0,0.5159,0.4841,304417.31,0.548,0.026059,1
LN008484,63,60171.95,5.1,CNPJ,727,822,95,Imobiliario,954260.82,585076.64,954260.82,585076.64,0.0,0.6131,129,0.0942,2.0,0.4611,1268829.39,0,0,0,0.5209,0.4791,585076.64,0.6318,0.010239,1
LN008485,28,60663.85,4.5,CNPJ,619,648,29,Veiculos,46373.09,17225.86,46373.09,17225.86,0.0,0.3715,61,0.1495,0.1193,0.2905,59297.86,1,15,0,0.4379,0.5621,17225.86,0.7341,0.011227,1
LN008486,45,27726.33,6.9,CLT,654,686,32,Imobiliario,181460.21,92351.5,181460.21,92351.5,0.0,0.5089,109,0.0924,1.3989,0.4384,210657.08,0,0,0,0.7968,0.2032,92351.5,0.6387,0.038282,1
LN008487,45,57636.66,24.3,CLT,561,564,3,Veiculos,34987.35,33503.21,34987.35,33503.21,0.0,0.9576,61,0.1197,0.2441,0.8985,37289.69,0,0,0,0.504,0.496,33503.21,0.6536,0.012732,1
LN008488,47,89342.84,10.6,CLT,560,490,-70,Veiculos,27471.49,16679.59,27471.49,16679.59,0.0,0.6072,66,0.0997,0.0784,0.4674,35687.98,0,0,0,0.4547,0.5453,16679.59,0.5915,0.009931,1
LN008489,48,57683.1,14.0,CNPJ,855,740,-115,Veiculos,47774.02,21676.96,47774.02,21676.96,0.0,0.4537,54,0.1725,0.1578,0.3852,56268.63,0,0,0,0.5106,0.4894,21676.96,0.7189,0.001854,2
LN008490,57,133239.14,8.3,Aposentado,623,623,0,Empresarial,51455.83,26224.97,18828.33,8534.36,10293.97,0.4533,11,0.2797,0.0827,2.0,4356.75,3,15,0,0.1666,0.8334,16386.67,0.7628,0.04182,1
LN008491,43,15000.0,9.3,Servidor_Publico,648,625,-23,Pessoal,7715.97,3642.41,7715.97,3642.41,0.0,0.4721,32,0.3098,0.102,2.0,319.31,0,0,0,0.2211,0.7789,3642.41,0.5806,0.006058,1
LN008492,35,31336.8,6.3,CNPJ,639,818,179,Veiculos,38017.48,26557.71,38017.48,26557.71,0.0,0.6986,71,0.1623,0.3559,0.6432,41289.38,1,15,0,0.4325,0.5675,26557.71,0.554,0.003062,1
LN008493,44,141320.61,14.4,CLT,698,739,41,Empresarial,33669.64,12443.8,32218.66,6473.34,25745.32,0.2009,17,0.221,0.037,2.0,655.24,1,15,0,0.1869,0.8131,20172.76,0.5321,0.006842,1
LN008494,64,98009.25,8.8,Autonomo,579,500,-79,Imobiliario,309995.63,136599.8,309995.63,136599.8,0.0,0.4407,340,0.069,0.5854,0.3693,369885.65,0,0,0,0.6989,0.3011,136599.8,0.5398,0.029722,1
LN008495,37,76982.44,15.2,CLT,591,569,-22,Pessoal,14046.54,656.32,14046.54,656.32,0.0,0.0467,29,0.2817,0.0036,2.0,258.98,0,0,0,0.0292,0.9708,656.32,0.6686,0.013535,1
LN008496,23,120763.58,2.0,Aposentado,771,728,-43,Veiculos,21957.72,17460.11,21957.72,17460.11,0.0,0.7952,60,0.1703,0.0607,0.6245,27957.18,1,30,0,0.4853,0.5147,17460.11,0.6593,0.005539,2
LN008497,70,15587.7,15.6,Aposentado,456,438,-18,Cartao,18975.66,7002.53,21476.83,3114.4,18362.44,0.145,34,0.3641,0.1887,2.0,961.78,1,30,1,0.0407,0.9593,14108.49,0.5987,0.085287,3
LN008498,31,90866.52,5.6,Aposentado,674,560,-114,Veiculos,28155.34,17299.69,28155.34,17299.69,0.0,0.6144,51,0.1677,0.08,0.4893,35355.41,3,30,0,0.5062,0.4938,17299.69,0.5982,0.075185,2
LN008499,52,108211.25,6.3,CLT,543,596,53,Imobiliario,313810.15,110478.01,313810.15,110478.01,0.0,0.3521,205,0.0931,0.4288,0.2817,392239.62,3,60,0,0.6566,0.3434,110478.01,0.5998,0.158453,2
LN008500,62,35307.3,17.7,CLT,388,343,-45,Imobiliario,298703.61,163959.33,298703.61,163959.33,0.0,0.5489,182,0.0833,1.9504,0.4445,368881.19,1,45,0,0.6739,0.3261,163959.33,0.7717,0.472325,2
LN008501,35,299240.87,19.1,CNPJ,639,673,34,Imobiliario,381495.98,305902.67,381495.98,305902.67,0.0,0.8019,299,0.0704,0.4294,0.6902,443202.0,2,45,0,0.5113,0.4887,305902.67,0.6614,0.037886,2
LN008502,39,61551.34,11.2,CLT,499,438,-61,Veiculos,27204.7,5001.24,27204.7,5001.24,0.0,0.1838,65,0.1584,0.0341,0.1425,35085.48,0,0,0,0.6596,0.3404,5001.24,0.6203,0.010994,1
LN008503,36,15000.0,18.4,CLT,476,431,-45,Pessoal,9136.41,8632.18,9136.41,8632.18,0.0,0.9448,29,0.2404,0.2417,2.0,1728.46,0,0,0,0.0838,0.9162,8632.18,0.7398,0.036693,1
LN008504,29,69412.82,7.3,CNPJ,987,1000,13,Pessoal,39555.44,18025.56,39555.44,18025.56,0.0,0.4557,19,0.1884,0.1091,2.0,2288.78,0,0,0,0.1015,0.8985,18025.56,0.7469,0.001264,1
LN008505,29,33931.23,8.1,Servidor_Publico,720,549,-171,Imobiliario,359660.17,153701.75,359660.17,153701.75,0.0,0.4274,240,0.0783,1.9025,0.308,499041.37,0,0,1,0.8224,0.1776,153701.75,0.6415,0.052167,3
LN008506,31,115525.54,21.7,CLT,723,782,59,Imobiliario,149068.37,65520.24,149068.37,65520.24,0.0,0.4395,179,0.0909,0.2382,0.3755,174479.85,0,0,0,0.882,0.118,65520.24,0.7314,0.001428,1
LN008507,44,77355.24,2.6,CLT,643,738,95,Imobiliario,288430.13,257171.9,288430.13,257171.9,0.0,0.8916,133,0.1087,1.3963,0.6103,421358.21,1,15,0,0.714,0.286,257171.9,0.6309,0.035075,2
LN008508,48,36730.06,14.2,CNPJ,494,587,93,Veiculos,29608.74,15118.43,29608.74,15118.43,0.0,0.5106,75,0.1645,0.1729,0.4251,35568.51,1,15,0,0.5393,0.4607,15118.43,0.6476,0.008529,1
LN008509,22,143859.69,9.6,CLT,628,560,-68,Pessoal,22398.2,12068.54,22398.2,12068.54,0.0,0.5388,13,0.2926,0.0352,2.0,2432.67,0,0,0,0.0947,0.9053,12068.54,0.6203,0.011501,1
LN008510,64,99772.05,12.1,Servidor_Publico,603,610,7,Veiculos,23850.52,14336.16,23850.52,14336.16,0.0,0.6011,77,0.1087,0.0603,0.5239,27366.25,1,60,0,0.4551,0.5449,14336.16,0.7769,0.011844,2
LN008511,55,31629.71,11.0,Autonomo,399,350,-49,Cartao,8114.29,5812.97,8687.29,446.93,8240.36,0.0514,7,0.3053,0.0772,2.0,1368.73,0,0,0,0.0749,0.9251,5490.96,0.6121,0.076111,1
LN008512,25,49078.22,11.9,Autonomo,882,755,-127,Veiculos,50343.68,10884.74,50343.68,10884.74,0.0,0.2162,35,0.1374,0.0931,0.1688,64495.79,3,30,0,0.4853,0.5147,10884.74,0.6067,0.018781,2
LN008513,64,75810.79,9.5,Servidor_Publico,638,629,-9,Pessoal,12268.73,7037.0,12268.73,7037.0,0.0,0.5736,35,0.2295,0.039,2.0,1353.09,0,0,0,0.0798,0.9202,7037.0,0.7116,0.00651,1
LN008514,23,42754.46,11.8,CNPJ,541,416,-125,Empresarial,160799.33,135027.86,7017.28,390.2,6627.08,0.0556,24,0.2529,1.3265,2.0,27898.02,0,0,1,0.1633,0.8367,3905.36,0.5304,0.246022,3
LN008515,50,43592.5,14.1,Autonomo,666,695,29,Pessoal,42468.58,33833.53,42468.58,33833.53,0.0,0.7967,20,0.2337,0.326,2.0,7396.72,0,0,0,0.126,0.874,33833.53,0.6777,0.014364,1
LN008516,45,55485.18,8.4,CNPJ,470,516,46,Pessoal,6333.68,4823.8,6333.68,4823.8,0.0,0.7616,44,0.3378,0.0365,2.0,1184.29,1,90,0,0.1912,0.8088,4823.8,0.5456,0.075769,2
LN008517,47,27098.43,9.7,Autonomo,528,609,81,Cartao,11547.61,10827.33,10953.21,2784.83,8168.38,0.2542,42,0.2574,0.1678,2.0,1950.43,0,0,0,0.0777,0.9223,7343.82,0.5581,0.015752,1
LN008518,69,15000.0,11.6,CLT,849,872,23,Veiculos,19754.03,16025.49,19754.03,16025.49,0.0,0.8113,36,0.1018,0.4487,0.6377,25131.13,0,0,0,0.5354,0.4646,16025.49,0.59,0.00195,1
LN008519,68,63287.15,18.5,Servidor_Publico,582,535,-47,Empresarial,226213.76,151405.19,23369.31,5593.29,17776.03,0.2393,21,0.3269,1.0048,2.0,14368.97,2,60,0,0.2245,0.7755,15307.1,0.5465,0.455821,2
LN008520,35,15000.0,3.5,CLT,647,617,-30,Pessoal,9169.62,6391.29,9169.62,6391.29,0.0,0.697,39,0.1411,0.179,2.0,1038.58,1,15,0,0.1355,0.8645,6391.29,0.6284,0.026691,1
LN008521,50,28410.81,5.4,CLT,663,657,-6,Empresarial,434577.46,332872.15,14224.57,10130.48,4094.08,0.7122,23,0.3224,2.0,2.0,78024.56,3,15,0,0.2017,0.7983,13074.0,0.719,0.392813,2
LN008522,69,17128.03,26.7,CNPJ,627,721,94,Veiculos,78848.79,14142.75,78848.79,14142.75,0.0,0.1794,34,0.1039,0.3468,0.1639,86297.34,0,0,0,0.5692,0.4308,14142.75,0.6116,0.00128,1
LN008523,58,18555.31,13.2,CLT,579,674,95,Imobiliario,432890.58,396800.11,432890.58,396800.11,0.0,0.9166,273,0.1208,2.0,0.7067,561459.06,0,0,0,0.7353,0.2647,396800.11,0.7567,0.030834,1
LN008524,66,71476.99,12.9,CLT,944,922,-22,Cartao,22807.94,10208.91,10033.66,3891.24,6142.42,0.3878,22,0.4189,0.06,2.0,4384.61,0,0,0,0.0288,0.9712,7868.1,0.6474,0.001561,1
LN008525,43,46887.19,34.5,Servidor_Publico,553,611,58,Imobiliario,315714.26,163321.64,315714.26,163321.64,0.0,0.5173,109,0.1211,1.463,0.4468,365550.31,2,45,0,0.6687,0.3313,163321.64,0.6872,0.094953,2
LN008526,36,45800.02,12.8,CNPJ,533,479,-54,Empresarial,199480.18,100106.21,9517.07,4228.12,5288.95,0.4443,33,0.3198,0.918,2.0,16938.26,0,0,0,0.3411,0.6589,7856.76,0.6861,0.179158,1
LN008527,47,23032.55,7.8,Servidor_Publico,713,730,17,Empresarial,584253.57,271420.28,25961.92,12672.46,13289.46,0.4881,42,0.2381,2.0,2.0,86986.38,0,0,0,0.3584,0.6416,21552.92,0.6682,0.035874,1
LN008528,62,35372.79,1.8,Autonomo,482,440,-42,Veiculos,18810.08,10926.47,18810.08,10926.47,0.0,0.5809,73,0.1997,0.1297,0.4644,23527.42,2,30,1,0.7508,0.2492,10926.47,0.6726,0.064166,3
LN008529,68,69195.83,9.4,CNPJ,782,785,3,Cartao,15799.75,12760.89,12566.27,5103.06,7463.21,0.4061,40,0.3493,0.0775,2.0,1660.04,0,0,0,0.0531,0.9469,9931.95,0.647,0.003622,1
LN008530,56,52372.83,10.8,Aposentado,623,546,-77,Empresarial,140326.88,89945.41,20248.28,3534.56,16713.73,0.1746,20,0.1453,0.7213,2.0,9251.69,0,0,0,0.2056,0.7944,10907.7,0.4411,0.117173,1
LN008531,57,92479.12,16.9,CLT,666,544,-122,Veiculos,71683.99,54394.76,71683.99,54394.76,0.0,0.7588,55,0.166,0.247,0.7012,77571.77,0,0,0,0.5856,0.4144,54394.76,0.6307,0.005284,2
LN008532,47,101448.83,17.4,CLT,688,579,-109,Cartao,13956.21,13203.93,15610.94,5447.39,10163.55,0.3489,11,0.3062,0.0547,2.0,2437.55,0,0,0,0.0659,0.9341,11361.86,0.5819,0.009551,2
LN008533,37,45984.38,14.4,CLT,605,633,28,Pessoal,22583.97,17438.52,22583.97,17438.52,0.0,0.7722,9,0.1531,0.1593,2.0,4210.29,2,30,0,0.0784,0.9216,17438.52,0.7224,0.042836,2
LN008534,43,16253.08,18.9,Servidor_Publico,769,670,-99,Imobiliario,107625.84,64036.62,107625.84,64036.62,0.0,0.595,110,0.1093,1.6548,0.3985,160702.5,0,0,0,0.7662,0.2338,64036.62,0.6033,0.017327,1
LN008535,46,33129.55,11.9,CLT,734,693,-41,Veiculos,30935.41,6900.05,30935.41,6900.05,0.0,0.223,75,0.1066,0.0875,0.184,37491.71,0,0,0,0.603,0.397,6900.05,0.5063,0.003008,1
LN008536,62,50843.22,3.6,CNPJ,717,768,51,Empresarial,117835.41,54963.03,9111.9,2342.16,6769.74,0.257,34,0.2607,0.454,2.0,7329.78,0,0,0,0.4126,0.5874,6792.47,0.6574,0.009993,1
LN008537,49,32705.01,8.9,CNPJ,453,522,69,Pessoal,14173.24,2824.96,14173.24,2824.96,0.0,0.1993,23,0.3345,0.0363,1.5377,1837.16,2,15,0,0.0968,0.9032,2824.96,0.5762,0.058649,1
LN008538,61,27295.97,9.0,Autonomo,604,515,-89,Pessoal,7328.7,5789.56,7328.7,5789.56,0.0,0.79,44,0.2447,0.0891,2.0,1386.95,1,45,0,0.0675,0.9325,5789.56,0.6916,0.081748,2
LN008539,23,56689.2,11.2,Autonomo,635,439,-196,Pessoal,7335.89,4238.48,7335.89,4238.48,0.0,0.5778,26,0.2649,0.0314,2.0,1347.13,0,0,1,0.1665,0.8335,4238.48,0.6398,0.06407,3
LN008540,59,262944.17,19.3,CLT,875,799,-76,Pessoal,22522.58,14095.97,22522.58,14095.97,0.0,0.6259,28,0.2825,0.0225,2.0,357.83,0,0,0,0.0672,0.9328,14095.97,0.6662,0.003704,1
LN008541,47,39445.6,10.2,CLT,466,466,0,Imobiliario,612105.44,460539.68,612105.44,460539.68,0.0,0.7524,274,0.0801,2.0,0.5813,792209.56,0,0,0,0.8178,0.1822,460539.68,0.6488,0.178586,1
LN008542,71,54077.65,10.4,Servidor_Publico,567,602,35,Cartao,7889.67,3546.08,17839.85,6464.82,11375.02,0.3624,46,0.238,0.0275,2.0,369.56,0,0,0,0.0464,0.9536,13234.65,0.5951,0.008981,1
LN008543,45,23090.5,37.0,Autonomo,790,686,-104,Pessoal,2614.61,1659.39,2614.61,1659.39,0.0,0.6347,24,0.1769,0.0302,2.0,133.28,1,90,0,0.0632,0.9368,1659.39,0.6171,0.063853,2
LN008544,45,121565.77,5.7,CLT,527,379,-148,Empresarial,23740.24,5377.33,10664.48,5236.74,5427.75,0.491,42,0.3067,0.0186,2.0,1641.13,1,30,0,0.3163,0.6837,8428.86,0.5881,0.15191,2
LN008545,28,95662.63,12.5,Servidor_Publico,564,480,-84,Pessoal,47543.71,32419.15,47543.71,32419.15,0.0,0.6819,36,0.3169,0.1423,2.0,8941.12,0,0,0,0.0941,0.9059,32419.15,0.5769,0.017926,1
LN008546,62,91466.42,7.3,CLT,867,813,-54,Imobiliario,254336.43,131041.89,254336.43,131041.89,0.0,0.5152,217,0.0893,0.6017,0.3768,347808.6,0,0,0,0.7037,0.2963,131041.89,0.612,0.009865,1
LN008547,57,131119.88,13.3,CLT,697,838,141,Imobiliario,217292.17,161333.57,217292.17,161333.57,0.0,0.7425,334,0.1015,0.5168,0.492,327945.34,0,0,0,0.7142,0.2858,161333.57,0.6137,0.003829,1
LN008548,65,41036.95,20.6,CLT,761,754,-7,Pessoal,21275.52,16315.74,21275.52,16315.74,0.0,0.7669,25,0.3295,0.167,2.0,1455.88,0,0,0,0.058,0.942,16315.74,0.7258,0.00373,1
LN008549,26,44508.19,15.8,Autonomo,743,776,33,Pessoal,8756.3,2735.36,8756.3,2735.36,0.0,0.3124,12,0.3102,0.0258,2.0,674.9,0,0,0,0.0697,0.9303,2735.36,0.5114,0.005335,1
LN008550,32,164624.28,12.4,Servidor_Publico,665,732,67,Cartao,7290.1,4597.96,6211.26,4368.73,1842.53,0.7034,32,0.446,0.0117,2.0,865.18,0,0,0,0.0646,0.9354,5471.57,0.5985,0.002736,1
LN008551,65,81737.92,10.5,CNPJ,661,612,-49,Cartao,15339.93,10932.68,29711.58,22752.74,6958.83,0.7658,6,0.3312,0.0562,2.0,2255.27,0,0,0,0.0541,0.9459,27315.23,0.6556,0.017892,1
LN008552,24,15000.0,18.9,Servidor_Publico,765,757,-8,Veiculos,40370.02,14233.89,40370.02,14233.89,0.0,0.3526,27,0.1384,0.3985,0.311,45762.02,1,60,0,0.3799,0.6201,14233.89,0.6141,0.007731,2
LN008553,47,72811.82,16.4,CLT,539,542,3,Empresarial,113005.56,68336.55,21705.21,8270.58,13434.63,0.381,44,0.347,0.3942,2.0,21183.89,1,30,0,0.2694,0.7306,15112.05,0.5092,0.038993,2
LN008554,42,37119.45,10.6,CLT,875,905,30,Cartao,10956.05,10217.27,10711.33,2943.06,7768.27,0.2748,12,0.3572,0.1156,2.0,2090.38,4,30,0,0.0968,0.9032,7271.65,0.5572,0.020002,2
LN008555,68,97130.59,34.7,Autonomo,580,555,-25,Imobiliario,225416.4,165165.54,225416.4,165165.54,0.0,0.7327,222,0.0795,0.7142,0.6253,264132.17,0,0,0,0.7932,0.2068,165165.54,0.6889,0.086551,1
LN008556,64,70638.02,6.7,CLT,783,846,63,Imobiliario,204241.26,81353.8,204241.26,81353.8,0.0,0.3983,313,0.0733,0.4837,0.2942,276566.67,1,30,0,0.5654,0.4346,81353.8,0.5873,0.005662,2
LN008557,66,17477.11,33.2,Autonomo,715,782,67,Pessoal,12137.94,9391.64,12137.94,9391.64,0.0,0.7737,17,0.1478,0.2257,2.0,925.15,0,0,0,0.1002,0.8998,9391.64,0.7203,0.003229,1
